,Total SF,Overall Qual,Interior Qual,Neighborhood Score,Exter Qual,Age at sale,Garage Finish,Year Remod/Add,Full Bath,Foundation_PConc,BsmtFin SF 1,Bsmt Exposure,Mas Vnr Type_None,Garage Type_Detchd,Sale Type_New,Garage Type_Attchd,MS SubClass_C060,Foundation_CBlock,BsmtFin Type 1,Exterior 1st_VinylSd,Lot Frontage,Exterior 2nd_VinylSd,Mas Vnr Type_Stone,Lot Area,Lot Shape,Paved Drive,Bsmt Full Bath,Half Bath,MS Zoning_RM,Roof Style_Hip,Mas Vnr Type_BrkFace,Roof Style_Gable,MS SubClass_C030,MS Zoning_RL,Garage Type_NA,Foundation_BrkTil,Garage Type_BuiltIn,Sale Type_WD ,Land Contour_HLS,House Style_2Story
51,4154.0,4,24,29.5625,2,81,1,1950,2,0,622.0,1,1,1,0,0,0,0,4,0,65.0,0,0,7804,3,2,1.0,0,0,0,0,1,0,1,0,1,0,1,0,0
52,5995.0,7,25,33.87356321839081,2,28,2,1978,3,0,790.0,1,0,0,0,1,1,1,4,0,80.0,0,0,16692,2,2,1.0,1,0,0,1,1,0,1,0,0,0,1,0,1
53,1864.0,4,16,27.416666666666668,2,40,0,1970,1,0,176.0,1,1,0,0,0,0,1,6,0,21.0,0,0,1476,3,2,0.0,1,1,0,0,1,0,0,1,0,0,1,0,1
54,2713.0,6,25,30.33225806451613,2,55,1,1951,1,0,0.0,1,0,0,0,1,0,1,1,0,75.0,0,0,10170,3,2,0.0,1,0,1,1,0,0,1,0,0,0,1,0,0
55,2872.0,6,20,29.99099099099099,2,41,3,1969,1,0,371.0,1,0,0,0,1,1,1,5,0,80.0,0,1,9364,3,2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1
56,2452.0,7,24,36.49230769230769,3,6,2,2005,2,1,368.0,1,1,1,0,0,0,0,6,0,24.0,0,0,2544,3,2,1.0,1,0,0,0,1,0,0,0,0,0,1,0,1
57,2272.0,5,19,30.33225806451613,2,52,1,1975,1,0,486.0,1,1,0,0,1,0,1,4,0,82.0,0,0,9888,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
58,2373.0,6,18,30.33225806451613,2,54,3,1953,1,0,85.0,1,1,0,0,1,0,1,3,0,68.0,0,0,7942,3,2,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0
59,3190.0,6,25,34.91379310344828,2,12,3,1996,2,1,138.0,1,1,0,0,1,1,0,3,0,69.0,0,0,15038,1,2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1
60,4630.0,8,28,38.604166666666664,3,11,3,2007,2,1,524.0,1,0,0,0,1,1,0,6,1,92.0,1,0,11764,2,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,1
61,4916.0,8,29,36.49230769230769,3,0,3,2007,2,1,64.0,3,1,0,1,0,1,0,6,0,75.0,0,0,9000,3,2,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1
62,4089.0,7,25,33.81481481481482,3,33,2,2001,1,0,1092.0,4,1,0,0,1,0,1,5,0,69.0,0,0,20062,2,2,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0
63,3137.0,5,24,29.607361963190183,1,88,1,1950,1,0,360.0,1,1,1,0,0,0,0,3,0,81.0,0,0,7308,3,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0
64,3394.0,5,21,30.33225806451613,2,54,1,1955,1,0,172.0,1,1,0,0,1,0,1,3,0,70.0,0,0,8750,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
65,2270.0,5,17,31.024390243902438,2,0,0,2007,1,1,206.0,1,1,0,1,0,0,0,5,1,70.0,1,0,8402,3,2,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0
66,1845.0,7,25,35.436619718309856,2,77,1,1995,1,0,246.0,1,1,1,0,0,0,0,6,0,63.0,0,0,4000,3,2,1.0,0,0,0,0,1,0,1,0,1,0,1,0,1
67,3221.0,7,24,28.170212765957448,3,2,1,2004,2,1,0.0,1,0,1,0,0,0,0,1,1,32.0,1,1,3363,3,2,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1
68,5220.0,9,30,40.459016393442624,4,1,3,2006,2,1,0.0,4,0,0,0,1,0,0,1,0,94.0,0,1,13615,2,2,0.0,1,0,1,0,0,0,1,0,0,0,1,1,0
69,3615.0,7,28,37.68181818181818,3,1,3,2005,2,1,16.0,4,0,0,0,1,0,0,6,1,43.0,1,0,3013,3,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0
70,3684.0,7,27,28.170212765957448,3,1,2,2010,1,1,1346.0,4,0,0,0,1,0,0,6,1,44.0,1,1,17485,1,2,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0
71,5564.0,7,25,31.024390243902438,3,12,3,1997,3,1,700.0,2,0,0,0,1,0,0,6,0,69.0,0,0,23730,1,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
72,2580.0,6,24,30.33225806451613,2,47,3,1959,1,0,655.0,2,1,0,0,0,0,1,5,0,79.0,0,0,8910,3,2,0.0,0,0,1,0,0,0,1,0,0,1,1,0,0
73,3149.0,7,24,28.170212765957448,3,2,1,2004,2,1,0.0,1,0,1,0,0,0,0,1,1,24.0,1,1,2522,3,2,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1
74,4561.0,7,24,36.49230769230769,3,1,2,2005,2,1,0.0,3,0,0,0,1,0,0,1,1,73.0,1,0,8688,3,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0
75,2060.0,6,20,25.6231884057971,3,78,1,1950,1,0,0.0,1,1,1,0,0,0,0,1,0,69.0,0,0,6291,2,0,0.0,0,1,0,0,1,1,0,0,1,0,1,0,0
76,2247.0,5,18,29.99099099099099,2,82,1,1950,1,0,0.0,1,0,1,0,0,0,0,1,0,69.0,0,1,17529,3,0,0.0,0,0,0,0,1,1,1,0,1,0,1,0,0
77,1416.0,4,17,29.92105263157895,2,81,1,1950,1,0,0.0,1,1,1,0,0,0,0,1,0,60.0,0,0,6324,2,2,0.0,0,1,0,0,1,1,0,0,1,0,1,0,0
78,4220.0,5,19,30.33225806451613,2,50,1,1960,2,0,443.0,1,0,1,0,0,0,1,3,0,80.0,0,0,11600,3,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,1
79,2713.0,5,14,25.6231884057971,3,82,0,2003,2,0,0.0,1,1,0,0,0,0,0,1,1,50.0,1,0,7288,3,0,0.0,0,1,0,0,1,0,0,1,1,0,1,0,0
80,2751.0,5,20,29.607361963190183,2,97,1,1950,1,0,168.0,1,1,1,0,0,0,0,4,0,35.0,0,0,4571,3,2,0.0,0,1,0,0,1,0,0,0,1,0,1,0,1
81,6424.0,9,30,39.421052631578945,4,1,3,2009,2,1,1904.0,1,0,0,1,1,0,0,6,1,63.0,1,1,17423,2,2,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
82,3624.0,5,25,29.607361963190183,2,93,1,1950,1,0,0.0,2,1,1,0,0,0,0,1,0,100.0,0,0,12665,2,2,0.0,1,1,0,0,1,0,0,0,1,0,1,0,0
83,2504.0,4,21,30.33225806451613,2,38,1,2006,1,0,240.0,1,1,1,0,0,0,1,5,1,60.0,1,0,9000,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
84,3089.0,6,24,31.024390243902438,2,11,2,1997,2,1,864.0,1,0,0,0,1,0,0,6,1,32.0,1,0,4500,3,2,1.0,0,1,1,1,0,0,0,0,0,0,1,0,0
85,4782.0,9,30,40.459016393442624,4,0,2,2006,2,1,415.0,1,0,0,1,1,0,0,6,0,48.0,0,0,6373,3,2,1.0,0,0,1,1,0,0,1,0,0,0,0,0,0
86,2972.0,7,24,33.13793103448276,3,6,2,2003,2,1,833.0,1,1,0,0,1,0,0,6,1,67.0,1,0,10083,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
87,2525.0,5,21,30.33225806451613,2,51,1,2000,1,0,377.0,1,1,0,0,1,0,1,3,0,70.0,0,0,13300,3,2,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0
88,3577.0,5,23,33.87356321839081,2,40,2,1969,2,0,553.0,2,0,0,0,1,0,1,5,0,80.0,0,0,9600,3,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0
89,2572.0,7,24,36.49230769230769,3,6,2,2004,2,1,280.0,3,0,1,0,0,0,0,6,0,30.0,0,0,3215,3,2,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1
90,3586.0,6,21,33.87356321839081,2,39,2,1969,2,0,828.0,3,1,0,0,1,0,1,6,0,69.0,0,0,11104,2,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
91,3971.0,7,27,34.5,3,11,2,2002,2,1,762.0,2,0,0,0,1,1,0,6,1,69.0,1,0,15295,0,2,1.0,1,0,0,1,1,0,1,0,0,0,1,0,1
92,2961.0,7,24,33.13793103448276,3,15,2,1994,2,1,36.0,1,1,0,0,1,1,0,2,1,70.0,1,0,9109,3,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1
93,1935.0,5,14,33.13793103448276,2,30,1,1979,2,0,0.0,0,1,0,0,1,0,0,0,0,64.0,0,0,7018,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
94,3101.0,5,24,30.33225806451613,2,46,2,1964,1,1,1014.0,3,0,0,0,1,0,0,6,0,69.0,0,0,14112,2,2,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0
95,2866.0,8,24,36.49230769230769,3,1,3,2007,2,1,60.0,1,0,0,1,1,0,0,6,1,80.0,1,1,3523,2,2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,2950.0,6,25,29.99099099099099,2,49,2,1960,1,0,588.0,3,0,0,0,1,0,1,4,0,88.0,0,0,15312,3,2,0.0,0,0,1,1,0,0,1,0,0,0,0,0,0
97,2436.0,5,26,30.33225806451613,2,51,1,1956,1,0,438.0,1,1,1,0,0,0,1,3,0,74.0,0,0,7450,2,2,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0
98,4174.0,9,30,40.459016393442624,4,2,3,2005,2,1,1153.0,1,0,0,0,1,0,0,6,0,60.0,0,0,7313,3,2,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0
99,5834.0,8,29,38.604166666666664,3,11,2,1995,2,1,527.0,1,0,0,0,1,1,0,5,1,83.0,1,0,10019,2,2,0.0,1,0,1,1,0,0,1,0,0,0,1,0,1
100,5024.0,9,30,39.421052631578945,4,4,3,2004,2,1,1337.0,4,0,0,0,1,0,0,6,1,53.0,1,0,15401,2,2,1.0,0,0,1,1,0,0,1,0,0,0,1,1,0
101,1277.0,4,16,28.170212765957448,2,87,0,2002,1,0,348.0,2,1,0,0,0,0,0,5,0,58.0,0,0,9098,2,0,1.0,0,0,0,0,1,1,1,1,1,0,1,0,0
102,4017.0,8,31,37.705882352941174,4,32,2,2007,3,0,1044.0,2,1,0,0,1,0,1,6,1,103.0,1,0,16280,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
103,1172.0,3,13,25.6231884057971,2,109,0,1950,1,0,0.0,1,1,0,0,0,0,1,1,0,72.0,0,0,9392,3,0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0
104,3642.0,6,28,31.024390243902438,2,8,3,2002,2,1,690.0,1,1,0,0,0,1,0,5,1,71.0,1,0,12209,2,2,1.0,1,0,0,0,1,0,1,0,0,1,1,0,1
105,3284.0,5,23,33.87356321839081,2,34,3,1972,2,0,962.0,1,0,0,0,1,0,1,6,0,79.0,0,0,13110,2,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
106,2748.0,7,24,36.49230769230769,3,6,1,2000,2,1,641.0,1,1,1,0,0,0,0,6,0,69.0,0,0,2651,3,2,1.0,1,0,0,0,1,0,0,0,0,0,1,0,1
107,3559.0,6,25,29.607361963190183,2,91,1,1950,2,0,168.0,1,1,1,0,0,0,0,3,0,60.0,0,0,8520,3,2,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0
108,4736.0,6,29,30.33225806451613,2,49,1,1957,1,0,1110.0,4,0,0,0,1,0,1,5,0,69.0,0,1,39384,2,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0
109,2997.0,7,24,40.459016393442624,3,7,2,2003,2,1,0.0,1,0,0,0,0,0,0,1,1,36.0,0,1,2628,3,2,0.0,1,0,0,0,1,0,1,0,0,1,1,0,1
110,2866.0,5,23,29.607361963190183,2,70,1,1950,1,0,421.0,1,1,1,0,0,0,0,5,0,57.0,0,0,6406,3,2,0.0,1,1,0,0,1,0,0,0,1,0,1,0,1
111,2722.0,5,23,30.33225806451613,2,47,2,1978,1,0,0.0,1,1,0,0,1,0,1,1,0,69.0,0,0,12342,2,2,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0
112,3011.0,5,24,29.92105263157895,2,78,1,1992,2,1,0.0,1,1,1,0,0,0,0,1,0,52.0,0,0,6240,3,1,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0
113,3318.0,6,20,30.33225806451613,2,48,1,1962,1,0,0.0,1,0,0,0,1,0,1,1,0,87.0,0,0,10000,2,2,0.0,1,0,1,1,0,0,1,0,0,0,1,0,0
114,760.0,2,6,29.99099099099099,2,62,0,1950,1,0,0.0,0,1,0,0,0,0,0,0,0,69.0,0,0,9000,3,0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,0
115,3470.0,6,24,33.87356321839081,2,31,3,1998,2,1,832.0,1,0,0,0,1,0,0,5,0,80.0,0,0,11088,3,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0
116,3832.0,5,23,28.170212765957448,2,47,3,1959,1,0,176.0,1,0,0,0,1,0,1,4,0,134.0,0,0,17755,3,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,0
117,4305.0,9,28,36.49230769230769,3,8,3,2000,2,1,1027.0,3,0,0,0,1,0,0,6,0,69.0,0,0,4765,2,2,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0
118,3744.0,5,24,33.81481481481482,2,48,1,1960,2,0,988.0,2,0,0,0,0,0,1,3,0,69.0,0,1,10532,3,2,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0
119,3537.0,6,24,34.5,2,12,2,1997,2,1,821.0,1,1,0,0,1,1,0,6,1,65.0,1,0,15426,2,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1
120,2136.0,5,20,28.170212765957448,2,68,0,1969,1,0,290.0,1,1,0,0,0,0,1,4,0,63.0,0,0,13907,3,2,1.0,0,0,0,0,1,1,1,1,0,0,1,0,0
121,2863.0,5,20,30.33225806451613,2,53,2,1956,1,0,435.0,1,1,0,0,1,0,1,3,0,70.0,0,0,8750,3,2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0
122,2605.0,5,20,29.99099099099099,2,46,1,1961,1,0,827.0,1,0,1,0,0,0,1,3,0,69.0,0,0,9945,2,2,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0
123,2526.0,5,24,29.607361963190183,2,83,1,1950,1,0,0.0,1,1,1,0,0,0,1,1,0,56.0,0,0,8960,3,2,0.0,0,1,0,0,1,1,0,0,0,0,1,0,0
124,2279.0,5,20,29.607361963190183,2,62,1,1950,1,0,312.0,1,1,1,0,0,0,1,2,0,50.0,0,0,3500,3,2,0.0,1,1,0,0,1,0,0,0,0,0,1,0,0
125,6078.0,9,26,37.705882352941174,3,31,2,1977,2,0,410.0,1,0,0,0,1,1,1,6,0,69.0,0,0,24572,2,2,0.0,2,0,0,1,0,0,1,0,0,0,1,0,1
126,2659.0,8,30,34.91379310344828,3,2,3,2004,2,1,0.0,3,1,0,0,1,1,0,1,1,74.0,1,0,9056,2,2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1
127,2929.0,7,27,35.436619718309856,2,74,1,1990,1,0,0.0,1,1,0,0,0,0,0,1,0,70.0,0,0,12320,2,2,0.0,1,0,0,0,1,0,1,0,1,0,1,1,1
128,3231.0,6,25,34.91379310344828,2,9,3,1998,2,1,700.0,1,1,0,0,1,1,0,6,1,60.0,1,0,8238,2,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1
129,2848.0,5,24,25.6231884057971,1,41,1,1967,1,0,257.0,2,1,0,0,1,0,1,3,0,75.0,0,0,6000,3,2,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0
130,2588.0,7,20,31.88235294117647,2,31,1,1977,2,0,378.0,1,1,0,0,1,0,1,5,0,24.0,0,0,2529,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
131,3063.0,5,23,29.607361963190183,2,70,1,2006,2,0,0.0,1,1,1,0,0,1,0,1,1,60.0,1,0,10800,3,2,0.0,0,0,0,0,1,0,1,0,1,0,1,0,1
132,2779.0,6,24,31.88235294117647,2,32,1,1977,2,0,389.0,1,1,0,0,1,0,1,5,0,24.0,0,0,2349,3,2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1
