Id,SalePrice
377,181479.01805758907
1252,181479.01805758907
2156,181479.01805758907
499,181479.01805758907
1374,181479.01805758907
2898,181479.01805758907
401,181479.01805758907
2721,181479.01805758907
2078,181479.01805758907
2589,181479.01805758907
1946,181479.01805758907
1334,181479.01805758907
2781,181479.01805758907
431,181479.01805758907
576,181479.01805758907
1474,181479.01805758907
2254,181479.01805758907
2155,181479.01805758907
885,181479.01805758907
643,181479.01805758907
1944,181479.01805758907
480,181479.01805758907
2845,181479.01805758907
2387,181479.01805758907
2407,181479.01805758907
2527,181479.01805758907
2514,181479.01805758907
629,181479.01805758907
80,181479.01805758907
1876,181479.01805758907
1546,181479.01805758907
2518,181479.01805758907
2347,181479.01805758907
783,181479.01805758907
1322,181479.01805758907
194,181479.01805758907
1770,181479.01805758907
2143,181479.01805758907
1229,181479.01805758907
511,181479.01805758907
46,181479.01805758907
1348,181479.01805758907
2465,181479.01805758907
387,181479.01805758907
873,181479.01805758907
1918,181479.01805758907
2764,181479.01805758907
2184,181479.01805758907
934,181479.01805758907
1920,181479.01805758907
2631,181479.01805758907
1768,181479.01805758907
2040,181479.01805758907
1749,181479.01805758907
834,181479.01805758907
1457,181479.01805758907
79,181479.01805758907
2302,181479.01805758907
1817,181479.01805758907
2755,181479.01805758907
359,181479.01805758907
2059,181479.01805758907
2092,181479.01805758907
2516,181479.01805758907
150,181479.01805758907
1656,181479.01805758907
83,181479.01805758907
2411,181479.01805758907
795,181479.01805758907
2312,181479.01805758907
2917,181479.01805758907
1624,181479.01805758907
2215,181479.01805758907
1211,181479.01805758907
1485,181479.01805758907
1024,181479.01805758907
570,181479.01805758907
2874,181479.01805758907
700,181479.01805758907
2756,181479.01805758907
2022,181479.01805758907
583,181479.01805758907
2392,181479.01805758907
2424,181479.01805758907
212,181479.01805758907
736,181479.01805758907
1610,181479.01805758907
890,181479.01805758907
467,181479.01805758907
578,181479.01805758907
1747,181479.01805758907
1149,181479.01805758907
2758,181479.01805758907
857,181479.01805758907
2219,181479.01805758907
733,181479.01805758907
2909,181479.01805758907
1798,181479.01805758907
235,181479.01805758907
2366,181479.01805758907
1027,181479.01805758907
1195,181479.01805758907
1303,181479.01805758907
148,181479.01805758907
608,181479.01805758907
2515,181479.01805758907
821,181479.01805758907
2500,181479.01805758907
745,181479.01805758907
741,181479.01805758907
1611,181479.01805758907
2532,181479.01805758907
1081,181479.01805758907
1692,181479.01805758907
2520,181479.01805758907
276,181479.01805758907
1992,181479.01805758907
663,181479.01805758907
418,181479.01805758907
1733,181479.01805758907
2359,181479.01805758907
253,181479.01805758907
1518,181479.01805758907
2035,181479.01805758907
2919,181479.01805758907
1540,181479.01805758907
2120,181479.01805758907
1674,181479.01805758907
256,181479.01805758907
2361,181479.01805758907
978,181479.01805758907
2280,181479.01805758907
2095,181479.01805758907
1709,181479.01805758907
2801,181479.01805758907
1246,181479.01805758907
2373,181479.01805758907
1055,181479.01805758907
2017,181479.01805758907
1099,181479.01805758907
1344,181479.01805758907
835,181479.01805758907
1117,181479.01805758907
2043,181479.01805758907
2085,181479.01805758907
410,181479.01805758907
2650,181479.01805758907
2867,181479.01805758907
1668,181479.01805758907
1161,181479.01805758907
2122,181479.01805758907
2539,181479.01805758907
1047,181479.01805758907
1445,181479.01805758907
541,181479.01805758907
569,181479.01805758907
1276,181479.01805758907
918,181479.01805758907
326,181479.01805758907
1936,181479.01805758907
895,181479.01805758907
257,181479.01805758907
1241,181479.01805758907
1545,181479.01805758907
1189,181479.01805758907
270,181479.01805758907
2066,181479.01805758907
693,181479.01805758907
1259,181479.01805758907
2916,181479.01805758907
2321,181479.01805758907
1977,181479.01805758907
1895,181479.01805758907
1240,181479.01805758907
85,181479.01805758907
1823,181479.01805758907
825,181479.01805758907
110,181479.01805758907
697,181479.01805758907
2297,181479.01805758907
1231,181479.01805758907
1355,181479.01805758907
968,181479.01805758907
584,181479.01805758907
1315,181479.01805758907
1606,181479.01805758907
206,181479.01805758907
1685,181479.01805758907
2016,181479.01805758907
869,181479.01805758907
2135,181479.01805758907
2346,181479.01805758907
2430,181479.01805758907
2198,181479.01805758907
2652,181479.01805758907
27,181479.01805758907
241,181479.01805758907
906,181479.01805758907
1506,181479.01805758907
2098,181479.01805758907
1435,181479.01805758907
2213,181479.01805758907
1274,181479.01805758907
743,181479.01805758907
1737,181479.01805758907
2797,181479.01805758907
2185,181479.01805758907
58,181479.01805758907
830,181479.01805758907
808,181479.01805758907
680,181479.01805758907
1153,181479.01805758907
1291,181479.01805758907
1818,181479.01805758907
2161,181479.01805758907
1883,181479.01805758907
350,181479.01805758907
2473,181479.01805758907
295,181479.01805758907
293,181479.01805758907
859,181479.01805758907
288,181479.01805758907
1578,181479.01805758907
102,181479.01805758907
2831,181479.01805758907
1030,181479.01805758907
2551,181479.01805758907
1286,181479.01805758907
958,181479.01805758907
776,181479.01805758907
72,181479.01805758907
2263,181479.01805758907
1866,181479.01805758907
2876,181479.01805758907
2146,181479.01805758907
103,181479.01805758907
1500,181479.01805758907
492,181479.01805758907
167,181479.01805758907
2597,181479.01805758907
2685,181479.01805758907
1035,181479.01805758907
1220,181479.01805758907
2602,181479.01805758907
2159,181479.01805758907
695,181479.01805758907
1109,181479.01805758907
640,181479.01805758907
1652,181479.01805758907
2090,181479.01805758907
1188,181479.01805758907
2345,181479.01805758907
1059,181479.01805758907
2751,181479.01805758907
128,181479.01805758907
1523,181479.01805758907
2925,181479.01805758907
2145,181479.01805758907
1121,181479.01805758907
566,181479.01805758907
565,181479.01805758907
1331,181479.01805758907
2928,181479.01805758907
156,181479.01805758907
797,181479.01805758907
327,181479.01805758907
2859,181479.01805758907
1453,181479.01805758907
1762,181479.01805758907
1868,181479.01805758907
1760,181479.01805758907
1113,181479.01805758907
1812,181479.01805758907
117,181479.01805758907
1142,181479.01805758907
2342,181479.01805758907
927,181479.01805758907
2478,181479.01805758907
655,181479.01805758907
2064,181479.01805758907
369,181479.01805758907
2239,181479.01805758907
2732,181479.01805758907
1653,181479.01805758907
959,181479.01805758907
2395,181479.01805758907
1412,181479.01805758907
271,181479.01805758907
1484,181479.01805758907
1497,181479.01805758907
552,181479.01805758907
2,181479.01805758907
1855,181479.01805758907
4,181479.01805758907
2292,181479.01805758907
134,181479.01805758907
646,181479.01805758907
42,181479.01805758907
532,181479.01805758907
713,181479.01805758907
2561,181479.01805758907
2360,181479.01805758907
1333,181479.01805758907
1407,181479.01805758907
2892,181479.01805758907
574,181479.01805758907
1227,181479.01805758907
2591,181479.01805758907
1476,181479.01805758907
1125,181479.01805758907
1446,181479.01805758907
408,181479.01805758907
1101,181479.01805758907
2251,181479.01805758907
373,181479.01805758907
2554,181479.01805758907
2382,181479.01805758907
1985,181479.01805758907
519,181479.01805758907
1093,181479.01805758907
864,181479.01805758907
2889,181479.01805758907
2308,181479.01805758907
986,181479.01805758907
1302,181479.01805758907
585,181479.01805758907
2708,181479.01805758907
147,181479.01805758907
1441,181479.01805758907
383,181479.01805758907
285,181479.01805758907
181,181479.01805758907
358,181479.01805758907
780,181479.01805758907
258,181479.01805758907
1865,181479.01805758907
692,181479.01805758907
2902,181479.01805758907
508,181479.01805758907
2638,181479.01805758907
36,181479.01805758907
611,181479.01805758907
2281,181479.01805758907
1678,181479.01805758907
1696,181479.01805758907
1557,181479.01805758907
2180,181479.01805758907
1726,181479.01805758907
951,181479.01805758907
267,181479.01805758907
2706,181479.01805758907
2221,181479.01805758907
1357,181479.01805758907
2901,181479.01805758907
347,181479.01805758907
2164,181479.01805758907
1586,181479.01805758907
360,181479.01805758907
1769,181479.01805758907
2617,181479.01805758907
1879,181479.01805758907
991,181479.01805758907
1535,181479.01805758907
1191,181479.01805758907
1579,181479.01805758907
1882,181479.01805758907
1510,181479.01805758907
2196,181479.01805758907
1845,181479.01805758907
2336,181479.01805758907
942,181479.01805758907
861,181479.01805758907
2555,181479.01805758907
1392,181479.01805758907
2099,181479.01805758907
1543,181479.01805758907
948,181479.01805758907
1239,181479.01805758907
22,181479.01805758907
2796,181479.01805758907
2747,181479.01805758907
92,181479.01805758907
210,181479.01805758907
1858,181479.01805758907
2228,181479.01805758907
447,181479.01805758907
827,181479.01805758907
1649,181479.01805758907
682,181479.01805758907
2698,181479.01805758907
494,181479.01805758907
214,181479.01805758907
2441,181479.01805758907
2679,181479.01805758907
1336,181479.01805758907
465,181479.01805758907
1524,181479.01805758907
2543,181479.01805758907
631,181479.01805758907
2452,181479.01805758907
228,181479.01805758907
126,181479.01805758907
1092,181479.01805758907
1122,181479.01805758907
932,181479.01805758907
1980,181479.01805758907
2171,181479.01805758907
551,181479.01805758907
2768,181479.01805758907
2056,181479.01805758907
1159,181479.01805758907
2645,181479.01805758907
1174,181479.01805758907
2266,181479.01805758907
2462,181479.01805758907
1219,181479.01805758907
2922,181479.01805758907
118,181479.01805758907
474,181479.01805758907
2576,181479.01805758907
872,181479.01805758907
1077,181479.01805758907
1536,181479.01805758907
1150,181479.01805758907
2341,181479.01805758907
1931,181479.01805758907
2785,181479.01805758907
2538,181479.01805758907
597,181479.01805758907
464,181479.01805758907
233,181479.01805758907
2169,181479.01805758907
2123,181479.01805758907
1867,181479.01805758907
137,181479.01805758907
515,181479.01805758907
933,181479.01805758907
2784,181479.01805758907
972,181479.01805758907
599,181479.01805758907
2614,181479.01805758907
2582,181479.01805758907
1409,181479.01805758907
175,181479.01805758907
352,181479.01805758907
976,181479.01805758907
2134,181479.01805758907
984,181479.01805758907
2396,181479.01805758907
1673,181479.01805758907
404,181479.01805758907
607,181479.01805758907
814,181479.01805758907
868,181479.01805758907
2271,181479.01805758907
1633,181479.01805758907
337,181479.01805758907
2765,181479.01805758907
1746,181479.01805758907
368,181479.01805758907
2806,181479.01805758907
1662,181479.01805758907
1234,181479.01805758907
1373,181479.01805758907
1672,181479.01805758907
1939,181479.01805758907
